Data ID,Classification,Confidence Score,Detailed Justification
D7117,Spam,0.75,"Bank detail update request with very high sender domain reputation (0.6592), bulk message indicator (1), URL redirect chain (2) but low malicious indicators suggest financial spam"
D7118,No Action,0.55,"VPN/MFA reset request with low overall threat scores, minimal malicious indicators suggest legitimate request"
D7119,Malicious,0.85,"Wire transfer request with packer detected (1), high metadata suspicious score (0.6023), high exfiltration behavior (0.5150), expired SSL certificate, high content spam score (0.6244), winword.exe execution indicating confirmed packed financial malware"
D7120,Warning,0.80,"Document download request with high max behavioral sandbox score (0.6480), high SMTP IP geo risk (0.7870), high content spam score (0.7113), winword.exe execution indicating document-based phishing"
D7121,No Action,0.50,"Image only email (1) but low overall threat scores, minimal malicious indicators suggest legitimate email"
D7122,No Action,0.55,"Sensitive data request with moderate content spam score but low overall threat scores suggest legitimate request"
D7123,Malicious,0.85,"Meeting request with YARA matches (6), high max behavioral sandbox score (0.2242), domain known malicious (1), winword.exe execution indicating confirmed meeting-based malware with malicious domain"
D7124,Warning,0.80,"Very high exfiltration behavior (0.9156), moderate metadata suspicious score (0.2940), winword.exe execution suggesting data exfiltration attempt"
D7125,Malicious,0.85,"Return path known malicious (1), high URL rendering behavior (0.9396), confirmed malicious infrastructure"
D7126,Malicious,0.90,"Legal threat request with very high exfiltration behavior (0.9713), certificate mismatch, high-risk role targeted (1), link rewritten through redirector (1), outlook.exe execution indicating confirmed legal threat spear-phishing"
D7127,Malicious,0.95,"Sender known malicious (1), link click request with high metadata suspicious score (0.6339), embedded files (4), very high exfiltration behavior (0.9092), domain known malicious (1), self-signed SSL certificate, URL redirect chain (5), acrobat.exe execution indicating confirmed malware from known threat actor"
D7128,Malicious,0.85,"Bank detail update request with smtp_ip_known_malicious (1), URL count (5), final URL known malicious (1), confirmed malicious infrastructure"
D7129,Warning,0.80,"VPN/MFA reset request with very high content spam score (0.8993), YARA matches (4), expired SSL certificate, moderate metadata suspicious score (0.3106), winword.exe and powershell execution suggesting credential harvesting attempt"
D7130,Malicious,0.85,"Wire transfer request with bulk message indicator (1), final URL known malicious (1), confirmed malicious URL in financial fraud attempt"
D7131,Malicious,0.90,"Document download request with return path known malicious (1), high content spam score (0.7269), very high content spam score (0.7829), high URL rendering behavior (0.9157), winword.exe execution indicating confirmed document-based malware"
D7132,No Action,0.60,"URL shortener detected (1) but low overall threat scores, minimal malicious indicators suggest legitimate email with URL shortener"
