Data ID,Classification,Confidence Score,Detailed Justification
D4464,Spam,0.73,High sender maliciousness but legal threat request with bulk indicators and no technical threats suggest intimidation spam rather than malware
D4465,Spam,0.69,Document download request with moderate sender risk but primarily spam indicators and minimal attachment threats suggest phishing spam
D4466,Spam,0.71,Gift card request with moderate behavioral scores but high spam likelihood and minimal technical threats indicate scam spam campaign
D4467,Malicious,0.90,Executable attachment with domain known malicious and high script detection combined with marketing bypass attempts indicate trojanized spam
D4468,Malicious,0.92,Urgent callback with very high spam score (0.96) and SSL validity issues combined with redirect chains indicate sophisticated vishing attack
D4469,Warning,0.84,High script and ActiveX detection with image-only email attempting to evade detection but moderate sender risk reduce immediate threat
D4470,Spam,0.76,Link click request with temporary email sender likelihood (0.94) and return path mismatch but minimal technical threats suggest phishing spam
D4471,Spam,0.66,Very low sender maliciousness with executable attachment but minimal behavioral threats and legitimate authentication suggest false positive risk
D4472,Warning,0.87,Wire transfer request with return path known malicious and moderate script detection indicate business email compromise attempt
D4473,No Action,0.55,Low sender maliciousness with DMARC enforcement and legitimate wire transfer request despite some authentication suggest legitimate business communication
D4474,Malicious,0.95,High sender maliciousness (0.86) with unscannable attachments and maximum YARA matches combined with gift card request indicate sophisticated malware
D4475,Warning,0.88,Packer detected with DMARC enforcement paradox and high behavioral scores suggest advanced evasion technique requiring investigation
D4476,Malicious,0.94,Very high sender maliciousness (0.88) with maximum AMSI score and exfiltration behaviors indicate active data-stealing malware
D4477,No Action,0.58,Low sender maliciousness with invoice verification but good authentication and minimal threats suggest legitimate business process
D4478,Malicious,0.96,High sender maliciousness (0.82) with maximum sandbox and AMSI scores combined with suspicious entropy indicate polymorphic malware
D4479,Malicious,0.93,High sender maliciousness with packer detected and YARA match combined with maximum SSL validity issues indicate trojan delivery
D4480,Spam,0.74,Wire transfer request with moderate sender risk but primarily spam indicators and minimal technical threats suggest financial spam
D4481,Warning,0.85,High script detection with authentication failures across all protocols but moderate sender risk suggest evasive phishing attempt
D4482,No Action,0.62,Low sender maliciousness (0.16) with minimal threat indicators despite some authentication issues suggest likely legitimate traffic
