Data ID,Classification,Confidence Score,Detailed Justification
D4662,Malicious,0.86,Extremely high sender maliciousness (0.95) with high script detection indicate compromised account being used maliciously
D4663,Spam,0.69,Low sender maliciousness (0.15) with gift card request and high sender domain reputation (0.70) suggest commercial scam campaign
D4664,Warning,0.78,Low sender maliciousness (0.25) with bank detail update request and return path known malicious combined with unsubscribe link suggest BEC attempt
D4665,No Action,0.59,Very low sender maliciousness (0.03) with unsubscribe link and minimal threat indicators suggest legitimate marketing traffic
D4666,Malicious,0.88,Despite low sender maliciousness very high AMSI suspicion score (0.63) and maximum exfiltration behavior (0.91) indicate sophisticated evasive malware
D4667,Malicious,0.89,Moderate sender maliciousness (0.60) with high metadata suspicious score (0.39) and maximum exfiltration behavior (0.62) combined with QR code analysis indicate advanced malware
D4668,Malicious,0.85,Moderate sender maliciousness (0.42) with exploit pattern detected and very high AMSI suspicion score (0.59) indicate confirmed malware activity
D4669,Malicious,0.90,Despite low sender maliciousness wire transfer request with high behavioral sandbox score (0.45) and maximum exfiltration behavior (0.95) indicate BEC malware attack
D4670,Malicious,0.89,Extremely high sender maliciousness (0.96) with invoice verification request and image-only email combined with self-signed SSL indicate sophisticated phishing attack
D4671,Malicious,0.91,High sender maliciousness (0.78) with wire transfer request and very high temporary email likelihood (0.58) combined with maximum exfiltration behavior (0.86) indicate financial fraud malware
D4672,Warning,0.83,High sender maliciousness (0.66) with invoice payment request and high script/ActiveX detection suggest potential invoice fraud
D4673,Malicious,0.87,Moderate sender maliciousness (0.51) with urgent callback request and 1 YARA match combined with domain known malicious indicate confirmed malware threat
D4674,Warning,0.87,High sender maliciousness (0.77) with VPN/MFA reset request and 1 IOC count combined with very high temporary email likelihood suggest credential harvesting
D4675,Warning,0.79,Moderate sender maliciousness (0.50) with DMARC enforcement but very high temporary email likelihood (0.34) and image-only email suggest evasion attempt
D4676,Warning,0.82,Moderate sender maliciousness (0.46) with high script detection and very high AMSI suspicion score (0.31) combined with self-signed SSL suggest potential threat
D4677,Malicious,0.92,Extremely high sender maliciousness (0.93) with reply path known malicious and domain known malicious combined with expired SSL indicate sophisticated attack infrastructure
D4678,Malicious,0.88,Extremely high sender maliciousness (0.94) with legal threat request and high script detection combined with URL redirect chain indicate malicious intimidation attack
D4679,No Action,0.60,Low sender maliciousness (0.09) with document download request but minimal threat indicators and good authentication suggest legitimate business
D4680,Malicious,0.91,High sender maliciousness (0.70) with sender spoof detected and gift card request combined with URL shortener detected indicate sophisticated malicious scam
D4681,Malicious,0.88,Extremely high sender maliciousness (0.91) with high behavioral sandbox score (0.43) and SSL certificate mismatch indicate active evasive malware
D4682,Warning,0.82,Low sender maliciousness (0.28) with urgent callback request and reply path known malicious combined with very high site visual similarity suggest targeted scam
