Data ID,Classification,Confidence Score,Detailed Justification
D6961,No Action,0.50,"High SMTP IP geo risk (0.9053) but low overall threat scores, no malicious indicators, standard infrastructure suggests legitimate email from questionable geography"
D6962,No Action,0.55,"URL count of 7 with moderate reputation concerns but low threat scores, no malicious process activity, standard infrastructure suggests legitimate marketing email"
D6963,Spam,0.80,"High content spam score (0.8712), moderate URL reputation issues, no significant malicious indicators but bulk characteristics suggest spam classification"
D6964,Spam,0.75,"Gift card request with moderate content spam score, high sender domain reputation (0.7006), low overall threat indicators suggest social engineering spam"
D6965,Malicious,0.85,"Wire transfer request with unscannable attachment, high exfiltration behavior (0.6345), certificate mismatch, link rewritten through redirector, moderate process activity indicates targeted financial attack"
D6966,Warning,0.70,"Document download request with high metadata suspicious score (0.6730), expired SSL certificate, moderate threat indicators suggest potential document-based phishing"
D6967,Spam,0.75,"High content spam score (0.5097), image only email indicator (1.0), low overall malicious indicators suggest image-based spam campaign"
D6968,Warning,0.80,"Sensitive data request with very high temp email likelihood (0.8079), image only email, moderate URL reputation suggests credential harvesting attempt"
D6969,Warning,0.75,"Meeting request with moderate exfiltration behavior (0.6556), high URL reputation concerns, standard process activity suggests calendar-based phishing attack"
D6970,Warning,0.80,"High exfiltration behavior score (0.7237), URL shortener detected, moderate overall threat indicators suggest phishing attempt with URL-based payload"
D6971,No Action,0.55,"Low overall threat scores, minimal process activity, standard infrastructure, no significant malicious indicators suggest legitimate email"
D6972,Malicious,0.90,"Legal threat request with high temp email likelihood (0.7682), very high exfiltration behavior (0.9793), bulk message indicator, high URL reputation score (0.2368) indicates sophisticated legal intimidation attack"
D6973,Warning,0.75,"Link rewritten through redirector, moderate exfiltration behavior (0.6207), link click request, moderate threat indicators suggest URL-based phishing attempt"
D6974,Warning,0.70,"Bank detail update request with high SMTP IP reputation concerns, moderate URL reputation issues, standard threat indicators suggest financial phishing attempt"
D6975,Warning,0.80,"VPN/MFA reset request with high metadata suspicious score (0.5496), moderate exfiltration behavior, moderate process activity suggests credential harvesting attack"
D6976,Malicious,0.85,"Wire transfer request with return path known malicious (1), high content spam score (0.7039), confirmed malicious infrastructure indicates financial fraud attack with verified threat components"
D6977,Warning,0.80,"Document download request with high metadata suspicious score (0.6241), macro-enabled document, embedded files (4), moderate threat indicators suggest document-based attack"
D6978,No Action,0.60,"Low overall threat scores, URL redirect chain length of 1, minimal malicious indicators, standard infrastructure suggests legitimate email with minor issues"
D6979,Malicious,0.95,"Sender spoof detected, very high temp email likelihood (0.8627), high-risk role targeted, sensitive data request, self-signed SSL certificate, high URL rendering behavior (0.6216) indicates sophisticated spear-phishing attack"
D6980,Malicious,0.90,"Packer detected (1), high max behavioral sandbox score (0.7541), return path known malicious (1), very high exfiltration behavior (0.8800), meeting request with confirmed malicious infrastructure indicates active macro-based malware"
D6981,Warning,0.75,"High exfiltration behavior score (0.8946), high SMTP IP reputation concerns, moderate threat indicators suggest potential data exfiltration attack"
D6982,No Action,0.60,"Moderate threat indicators, self-signed SSL certificate, high URL reputation concerns but low overall malicious activity suggests legitimate email with infrastructure issues"
