Data ID,Classification,Confidence Score,Detailed Justification
D3463,Warning,0.74,High sender reputation (0.36) with mixed authentication results but valid SSL certificate and low threat indicators require monitoring
D3464,Malicious,0.84,High sender reputation risk (0.67) with suspicious metadata (0.34) and high exfiltration score (0.81) plus authentication failures confirm malicious intent
D3465,Warning,0.72,Gift card request with high HTML ratio (1.1) but mixed authentication and low threat scores require monitoring
D3466,Malicious,0.83,Meeting request targeting high-risk role (1) with high sender reputation (0.54) and authentication failures indicate spear phishing attack
D3467,Malicious,0.94,High sender reputation risk (0.72) with expired SSL certificate and authentication inconsistencies plus 1 malicious component confirm threat
D3468,Malicious,0.91,Confirmed malicious file hash (1) with YARA match and domain marked malicious (1) plus expired SSL certificate confirm active threat
D3469,Malicious,0.88,High suspicious metadata score (0.76) with behavioral sandbox (0.43) and embedded files plus authentication failures indicate malicious payload
D3470,Malicious,0.92,VPN/MFA reset request with sender spoofing (1.0) and extremely high temp email likelihood (0.86) clearly indicate credential theft attack
D3471,Warning,0.71,High sender reputation (0.53) with high-risk role targeting (1) but mixed authentication and low threat scores create uncertainty
D3472,Malicious,0.90,Meeting request with high sender reputation risk (0.81) and URL shortener usage plus authentication failures indicate sophisticated phishing
D3473,Warning,0.76,Bank detail update request with return path known malicious (1) but mixed authentication results require careful monitoring
D3474,Warning,0.73,Invoice verification with moderate authentication issues and self-signed SSL but mixed threat signals need investigation
D3475,Malicious,0.95,High sender reputation risk (0.79) with revoked SSL certificate and authentication failures confirm malicious infrastructure
D3476,Malicious,0.92,High sender reputation risk (0.72) with bank detail update request and expired SSL certificate indicate targeted financial fraud
D3477,Warning,0.71,Gift card request with YARA matches (3) and unsubscribe link present but mixed authentication results require monitoring
D3478,Warning,0.70,High suspicious metadata score (0.49) with authentication failures but low sender risk scores suggest potential threat
D3479,Malicious,0.84,High behavioral sandbox score (0.13) with macro-enabled documents (0.85) and high VBScript detection (0.79) plus self-signed SSL indicate malware
D3480,Warning,0.69,High temp email likelihood (0.68) with high VBScript detection (0.81) but mixed authentication results require monitoring
D3481,Malicious,0.94,Urgent callback request with high macro-enabled documents (0.63) and high VBScript detection (0.57) plus expired SSL confirm malicious intent
D3482,Malicious,0.91,Extremely high sender reputation risk (0.93) with authentication failures and high sender name similarity (0.54) confirm malicious impersonation campaign
