Data ID,Classification,Confidence Score,Detailed Justification
D5154,Malicious,0.88,Meeting request with high sender maliciousness (0.70) and YARA rule matches (2). Domain known malicious with expired SSL certificate. Executive impersonation with confirmed malicious infrastructure.
D5155,Malicious,0.89,Sensitive data request with very high sender maliciousness (0.89). High site visual similarity (0.18) with multiple URLs detected. Data harvesting attempt from confirmed malicious sender.
D5156,Warning,0.82,DMARC enforced with very high metadata suspicious score (0.98) and URL shortener detected. High behavioral sandbox score (0.54) but expired SSL requires verification despite concerning behaviors.
D5157,Warning,0.77,Domain known malicious with expired SSL certificate but moderate sender maliciousness (0.32). High return path reputation (0.77) with mixed signals requires careful verification.
D5158,Malicious,0.85,Link click request with high sender maliciousness (0.71) and return path mismatch. High URL rendering behavior score (0.77) confirms malicious link campaign requiring immediate blocking.
D5159,Warning,0.81,YARA rule matches (5) with high behavioral sandbox score (0.55) but moderate sender maliciousness (0.63). High exfiltration behavior (0.88) suggests potential malware requiring verification.
D5160,Warning,0.83,Invoice payment request with DMARC enforced and high temporary email likelihood (0.73). High metadata suspicious score (0.36) with HTML ratio anomaly (1.1) requires verification.
D5161,Warning,0.76,DMARC enforced with high behavioral sandbox score (0.70) but low sender maliciousness (0.09). Final URL known malicious but legitimate authentication suggests false positive requiring verification.
D5162,Warning,0.78,Meeting request with high spam content (0.64) and self-signed SSL certificate. Failed SPF/DMARC authentication with moderate sender score requires verification.
D5163,Warning,0.75,Invoice verification with unsubscribe link present and moderate sender maliciousness (0.43). Failed SPF/DMARC with high URL rendering behavior (0.73) requires verification.
D5164,Warning,0.73,Return path known malicious with low sender maliciousness (0.04) and certificate mismatch. Valid SSL but mixed signals require careful verification before trust.
D5165,Malicious,0.90,Gift card request with high sender maliciousness (0.79) and domain known malicious. High behavioral sandbox score (0.35) and exfiltration behavior (0.77) confirm gift card scam with malware delivery.
D5166,Warning,0.79,High sender maliciousness (0.70) with high SMTP IP reputation (0.71) but valid SSL. No specific request but concerning sender reputation requires verification.
D5167,Malicious,0.94,Credential request with very high sender maliciousness (0.90) and extreme AMSI score (0.92). High site visual similarity (0.73) confirms phishing for credential harvesting with brand impersonation.
D5168,Malicious,0.87,High sender maliciousness (0.86) with expired SSL and link rewritten through redirector. Failed SPF/DKIM with embedded files confirm malicious actor requiring immediate blocking.
D5169,Warning,0.77,Meeting request with high temporary email likelihood (0.71) and high script presence (0.92). Failed DKIM authentication but moderate threat profile requires verification.
D5170,Malicious,0.85,High sender maliciousness (0.82) with packer detected and return path known malicious. Despite high reply path reputation, confirmed malicious indicators require immediate blocking.
D5171,Warning,0.79,Sender spoof detected with certificate mismatch and high spam content (0.82). Failed SPF/DKIM authentication but no specific request requires verification.
D5172,Malicious,0.84,Link click request with high sender maliciousness (0.82) and failed SPF authentication. Despite high reply path reputation, malicious sender with link requests requires immediate blocking.
D5173,Warning,0.81,Document download request with high behavioral sandbox score (0.41) and reply path reputation (0.97). High URL reputation concerns (0.91) require verification.
D5174,Warning,0.76,DMARC enforced with return path known malicious but moderate sender maliciousness (0.26). High VIP similarity (0.74) with mixed signals requires verification.
D5175,Warning,0.75,Domain known malicious with VIP similarity (0.39) but moderate sender maliciousness (0.46). Valid SSL with mixed authentication requires verification.
D5176,Warning,0.77,High domain reputation (0.76) with self-signed SSL and high spam content (0.76). High SMTP IP reputation (0.81) but no specific request requires verification.
D5177,Malicious,0.87,Gift card request with high sender maliciousness (0.67) and self-signed SSL certificate. High URL rendering behavior (0.71) confirms gift card scam requiring immediate blocking.
D5178,Warning,0.78,Meeting request with high domain reputation (0.59) and high reply path reputation (0.33). Failed SPF authentication but moderate threat profile requires verification.
D5179,Warning,0.80,DMARC enforced with return path known malicious but moderate sender maliciousness (0.58). High spam content (0.57) with mixed signals requires verification.
D5180,Warning,0.82,Return path mismatch with reply path known malicious and self-signed SSL. High script presence (0.84) with URL redirect chain (3) requires verification.
D5181,Warning,0.78,High AMSI score (0.76) with ActiveX objects (0.85) but moderate sender maliciousness (0.60). Failed SPF/DKIM authentication requires verification.
D5182,Malicious,0.84,VPN/MFA reset request with certificate mismatch and high URL reputation concerns (0.38). Critical security request with authentication anomalies confirms account takeover attempt.
