Data ID,Classification,Confidence Score,Detailed Justification
D4945,Warning,0.75,Moderate sender reputation with high script presence (0.94) and ActiveX objects (0.65). No specific request type but shows suspicious technical patterns. Passed SPF but no DKIM signature. Valid SSL and low spam scores suggest caution rather than immediate threat.
D4946,Malicious,0.90,Invoice payment request with high sender maliciousness (0.71) and significant sandbox behavioral scores. High exfiltration behavior (0.86) and multiple embedded files. Pattern strongly matches invoice fraud with data theft capabilities. Critical financial request type confirms malicious classification.
D4947,Spam,0.85,Very high sender maliciousness (0.96) with spam content score (0.64). Multiple malicious attachments detected but no specific request type. Passed SPF/DMARC but high spam indicators and bulk messaging suggest mass spam campaign rather than targeted attack.
D4948,Malicious,0.92,Meeting request with very high sender maliciousness (0.87) and failed authentication. Domain known malicious with suspicious URL patterns. Self-signed certificate and high visual similarity to known brands (0.53) strongly indicate phishing attempt impersonating legitimate services.
D4949,Warning,0.82,Invoice verification with moderate technical risks including self-signed SSL and failed SPF. High sandbox execution time (262 seconds) suggests evasion techniques. Multiple URL redirects but low sender maliciousness. Pattern indicates sophisticated but not confirmed malicious attempt.
D4950,No Action,0.88,Very low sender maliciousness (0.11) with legitimate technical profile. Failed SPF but passed DMARC. Valid SSL and minimal threat indicators. Token validation successful indicating legitimate security redirector. Appears to be legitimate communication with minor configuration issues.
D4951,Malicious,0.92,Gift card request with high temporary email likelihood (0.84) and marketing indicators. Failed SPF and high sender name similarity to VIP (0.84) indicates executive impersonation. Pattern exactly matches gift card scam using BEC tactics for financial fraud.
D4952,No Action,0.85,Low sender score with high sender domain reputation (0.84). Passed SPF but failed DKIM. No malicious attachments or concerning behaviors. Valid SSL and legitimate communication patterns. Technical issues appear to be configuration rather than malicious intent.
D4953,Malicious,0.92,Credential request with high behavioral sandbox score (0.96) and spam content (0.53). Failed DKIM but passed SPF/DMARC. Valid SSL but concerning attachment behaviors and credential harvesting request type indicate targeted phishing for account compromise.
D4954,Malicious,0.88,High sender maliciousness (0.83) with self-signed SSL certificate and exfiltration behavior (0.95). Failed SPF and DKIM. Pattern indicates sophisticated attack with data theft capabilities. Embedded files and behavioral analysis confirm malicious intent.
D4955,Warning,0.78,Meeting request with moderate sender score and failed DKIM. Valid SSL but concerning VBScript presence (0.84). Marketing keywords detected suggesting potential spam-phishing hybrid. Pattern indicates suspicious but not confirmed malicious activity requiring user caution.
D4956,No Action,0.82,Very low sender maliciousness (0.03) with legitimate technical profile. Passed SPF and valid SSL. Moderate script presence but in context of legitimate communication. URL shortener detected but with valid security tokens. Appears to be legitimate marketing or business communication.
D4957,Warning,0.72,Moderate sender score with domain known malicious flag and multiple URLs. Failed SPF but valid SSL. High reply path difference suggesting potential spoofing. Pattern indicates suspicious communication but lacks strong malicious behaviors for full classification.
D4958,Spam,0.88,Link click request with high SMTP reputation issues and spam characteristics. Passed SPF but shows bulk messaging indicators with image-only content. Valid SSL but pattern strongly matches spam campaigns. High marketing score confirms commercial spam classification.
D4959,Warning,0.80,Document download request with DMARC enforced and moderate technical risks. Self-signed SSL and failed authentication but low overall threat scores. Pattern suggests potential phishing attempt but lacks strong behavioral indicators. User caution advised for document requests.
D4960,Warning,0.76,High temporary email likelihood (0.66) with expired SSL certificate. Failed SPF/DKIM but moderate overall threat profile. High AMSI score (0.70) suggests macro risks. Pattern indicates suspicious communication requiring caution but not confirmed malicious.
D4961,Malicious,0.91,Very high sender maliciousness (0.91) with high domain reputation score but failed DMARC. Valid SSL but concerning script presence (0.91, 0.86). High sender name VIP similarity (0.50) suggests executive impersonation. Pattern strongly indicates BEC attempt.
D4962,Warning,0.83,Sender spoof detected with DMARC enforced and high metadata suspicious score (0.83). Very high SMTP IP reputation issues. Valid SSL but concerning authentication failures. Pattern indicates spoofing attempt but lacks specific malicious request for full classification.
D4963,Malicious,0.89,Gift card request with moderate sender score but clear scam pattern. Bulk message indicator with failed DKIM. Gift card requests are financial fraud attempts, not simple spam. Pattern matches known gift card scam requiring malicious classification.
D4964,No Action,0.80,Meeting request with moderate sender reputation and marketing indicators. Failed all authentication checks but valid SSL and very high URL rendering score (0.78) suggesting legitimate site. Pattern indicates misconfigured legitimate communication rather than malicious intent.
D4965,Spam,0.85,High temporary email likelihood (0.60) with bulk characteristics and domain maliciousness. Failed DMARC and URL shortener usage. Pattern strongly matches spam campaign with potential phishing elements. Valid SSL reduces immediate threat but maintains spam classification.
D4966,Warning,0.79,Unscannable attachment with moderate suspicious scores and failed DMARC. High SMTP reputation issues and embedded file concerns. Valid SSL but pattern indicates potential evasion techniques. Requires caution due to inability to fully analyze attachments.
D4967,Malicious,0.86,High sandbox behavioral score (0.45) with exfiltration behavior (0.91). Failed DMARC and concerning SMTP reputation. Valid SSL but behavioral analysis indicates active malware with data theft capabilities. Embedded files confirm malicious payload delivery.
D4968,Malicious,0.94,VPN/MFA reset request with very high sender maliciousness (0.95) and high domain reputation (0.82) suggesting sophisticated spoofing. Expired SSL and failed authentication. Pattern strongly indicates targeted attack for account takeover through MFA bypass.
D4969,Spam,0.91,Very high sender maliciousness (0.90) with spam content (0.85) and marketing indicators. Image-only email with bulk characteristics. Passed all authentication suggesting legitimate spam rather than spoofed malicious content. Commercial spam classification appropriate.
D4970,Warning,0.82,Meeting request with moderate overall risk profile. Self-signed SSL and high spam content (0.48) but low malicious indicators. Pattern suggests suspicious communication possibly spam-related but lacking clear malicious intent. User discretion advised.
D4971,Malicious,0.96,Bank detail update request with very high sender maliciousness (0.88) and spam content (0.91). Reply path known malicious with failed authentication. Pattern exactly matches business email compromise for financial fraud. Critical threat requiring immediate action.
D4972,Malicious,0.93,Invoice verification with high sender maliciousness (0.81) and expired SSL. Very high spam content (0.63) with failed authentication trilogy. High SMTP reputation issues confirm spoofing. Pattern indicates invoice fraud attempt with clear malicious intent.
D4973,No Action,0.83,Low sender maliciousness with legitimate profile despite expired SSL. Failed SPF/DKIM but very low threat scores across all metrics. High SMTP reputation suggests legitimate infrastructure. Pattern indicates technical issues rather than malicious activity.
D4974,Warning,0.81,Bank detail update request but with moderate risk profile. Valid SSL and low spam scores but high SMTP reputation issues. Failed SPF indicates potential spoofing but lacks strong malicious indicators. Requires verification due to sensitive request type.
D4975,Malicious,0.92,Gift card request with very high sender maliciousness (0.88) and self-signed SSL. High macro presence (0.93) with sandbox indicators. Pattern exactly matches gift card scam with technical indicators confirming malicious intent beyond simple spam.
D4976,Warning,0.84,High behavioral sandbox score (0.64) with self-signed SSL and concerning script patterns. Failed SPF but moderate overall threat profile. High exfiltration score (0.98) concerning but lacks specific request. Pattern suggests potential malware but requires confirmation.
D4977,Warning,0.77,Moderate sender score with high exfiltration behavior (0.98) but valid SSL. Failed SPF with concerning AMSI score (0.67). Marketing indicators present suggesting potential spam-malware hybrid. Pattern indicates suspicious activity requiring caution.
D4978,No Action,0.86,Low sender maliciousness (0.08) with high domain reputation (0.67). Passed SPF and valid SSL with minimal threat indicators. Failed DMARC likely configuration issue. Pattern indicates legitimate communication with minor technical issues.
D4979,Spam,0.89,Urgent callback request with high temporary email likelihood (0.28) and bulk message indicator. Certificate mismatch and concerning visual similarity scores. Pattern matches callback scam tactics delivered through spam infrastructure rather than targeted attack.
D4980,No Action,0.84,Low sender maliciousness (0.23) with legitimate technical profile. Valid SSL and minimal threat indicators despite failed SPF. High SMTP geo score but offset by legitimate patterns. Appears to be legitimate communication with geographic anomaly.
D4981,Warning,0.78,High temporary email likelihood (0.72) with concerning script patterns but valid SSL. Failed SPF/DKIM with moderate behavioral indicators. Low spam score suggests targeted rather than bulk delivery. Pattern indicates suspicious communication requiring verification.
D4982,No Action,0.87,Moderate sender score but extremely low threat indicators across all metrics. Passed SPF and valid SSL with legitimate technical profile. No malicious attachments or behaviors detected. Pattern clearly indicates legitimate business communication.
